,Comments,Origin
2863,"Preguntemos al kks, es mejor abrazos y no balazos, o busquemos a sus mamás para darles la queja, y como no funciona cambiemos el formato de educación, porque los fifis nos mal educaron",Universal
2864,Sospechoso pero no culpable y lo golpean para que diga que fue el así en muchos lados ojalá chinguen a estos servidores públicos,Universal
2865,Nunca hacen nada y cuándo hacen la riegan si la tenía ya nunca lo podrá decir😔😔😔 que bárbaros,Universal
2866,Creo que es la frustración de buenos policías! Que tiene pocas o nulas herramientas para trabajar ! Y que los sospechosos!! En su cara confiesan su Crimen ! Y nada pueden hacer! No se si sea el caso ! Pero lo habrá!,Universal
2867,"Estos policías, o no hacen nada o lo hacen mal 🤦",Universal
2868,Debe decirse lo asesinaron.. no solo falleció,Universal
2869,"Cómo siempre, inventando culpables...",Universal
2870,Al bote también los polis.,Universal
2871,Sacando declaraciones mediante tortura y no por evidencia.,Universal
2872,"Obstrucción de evidencias, que mal que hicieran eso los policías",Universal
2873,Total que ninguna pinchi fiscalía trabaja como debería 😡,Universal
2874,Todos los estados que gobierna MORENA son un desastre.,Universal
2875,"Siempre abusan ,por que se vienen en monton y se siente poderosos pero todo llega por su propio peso alrao los coren y ahi andan llorando",Universal
2876,"No que la 4ta transformación ? Si todo sigue igual inventando culpables , torturando , desapareciendo que mal 👎",Universal
2877,No que ya está prohibida la tortura en México y siguen golpeando,Universal
2878,"Compartido , Los Reyes la Paz",Universal
2879,Ojalá y aparezca Ana Laura López haber como quedan después de Loque le Isieron al Muchacho y haber que hace y como Responde la Autoridad,Universal
2880,comp,Universal
2881,...,Universal
2882,"Ya ni la chingan,",Universal
2883,Dios que pena.,Universal
2884,Yo creo era inocente quien va aguantar tamaña putiza.,Universal
2885,..,Universal
2886,...,Universal
2887,.,Universal
2888,.,Universal
2889,.,Universal
2890,....,Universal
2891,..,Universal
2892,.,Universal
2893,..,Universal
2894,.....,Universal
2895,..,Universal
2896,.,Universal
2897,…,Universal
2898,.,Universal
2899,…,Universal
2900,...,Universal
2901,...,Universal
2902,.,Universal
2903,.,Universal
2904,.,Universal
2905,El delincuente que agarraron no quiso soltar la sopa y por eso se lo madrearon. No le dieron su putiza por ser buena gente. Yo no sé como les gusta defender criminales.,Universal
2906,.,Universal
2907,.,Universal
2908,....,Universal
2909,.,Universal
2910,..,Universal
2911,...,Universal
2912,.,Universal
2913,.,Universal
2914,…,Universal
2915,🙏🏽,Universal
2916,..,Universal
2917,.,Universal
2918,Ahora que torturen a los policías para que digan quienes lo golpearon,Universal
2919,Éstos miserables lo único que buscan es dinero la justicia sea la pasan por los huevos,Universal
2920,"Esto es lo mismo que hacía Tomás Zerón para fabricar culpables, entonces ¿Cual fue el cambio? Ahora roba AMLO y sus compinches en lugar de EPN y sus compinches.",Universal
2921,"No hay más, los puercos son cómplices.....",Universal
2922,.,Universal
2923,"PS por lo menos le hicieron justicia a la víctima, yo sigo estando en contra de reconocer dchos humanos a ciertos ""probables"" indiciados.",Universal
2924,"Pobre criatura..con una madre tan desequilibrada.
..",Universal
2925,Apoyemos a Jonhy Deep,Universal
2926,No pueden pasar cinco minutos sin inventar chismes sobre Amber Heard? 🤣🤣,Universal
2927,Que es eso de subrogacion de viente ??? Ósea si es de ovulo de ella y donador de esperma creado invitro y depositado en un vientre de alquiler ?,Universal
2928,Papi Musk tiene que comprar pañales para su hija “y” para las 💩 💩 de AH 🙃🙃🙃🙃,Universal
2929,¿Y de quién fueron los mecates?,Universal
2930,Pobre criatura!,Universal
2931,Pobre bebé,Universal
2932,Si tiene cara de Tóxica,Universal
2933,Dios se apiade de ese bebé,Universal
2934,Y quién será el donador 😂???,Universal
2935,HERMOSURA AMBER👌🏻😁💯👍🏻👽,Universal
2936,A rento un vientre ..que bien muchas felicidades.,Universal
2937,La Niña más rica del planeta,Universal
2938,"Pobre niña, lo bueno que tendrá muchos recursos para tratamiento psicológico.",Universal
2939,Pobre niña todos los gritos y shows que le ha tocado escuchar. Ojalá y la ayuden y la pongan a salvo,Universal
2940,Rocio Soto,Universal
2941,"Creó que el tema de la bebé esta fuera de lugar#!!
Aquí es ella la que esta en el ojo del HURACAN!!",Universal
2942,"tubo una hija por vientre alquilado y adivinen quién es el padre?!!....
....
...
...
...
...
así es..... elon mucks!",Universal
2943,¿Entonces de quién son los mequetrefes?,Universal
2944,Es de Elon musk,Universal
2945,Pozole andaba,Universal
2946,"Se me figura a Lilly Téllez, toda loca y agresiva",Universal
2947,"Nel, no nos van a vender a pobrecita loca",Universal
2948,"Dime la mujer más bonita y buena del planeta ,y te diré del cabron que ya está hasta la M@&_## de ella",Universal
2949,🔥🔥 Sexshop Sinaloa 🔥🔥,Universal
2950,"Ojalá los encierren y nunca salgan esas lacras de la sociedad!!! Engañar a una persona no es correcto, eso es robo!🤬",Universal
2951,"Hay talento solo falta apoyarlo ,Ecatepec bien podría ser el "" silicon valley "" del establo de México😂🐭🐁🐀",Universal
2952,"Hay que investigar como obtenían las bases de datos, hay ahí empleados bancarios embarrados.",Universal
2953,Producto del sistema huevones con ambición de riqueza...no salgan conque es culpa de Calderón o que se fundaron hace 20 años...,Universal
2954,Faltan los weyes.de las app de prestamos que roban identidad y extorsionan .,Universal
2955,Ya cayo el primer Outsourcing despues que el #ANLO los sembrara 3 metros bajo tierra,Universal
2956,Sigan buscando están hablando de la misma línea del banco Bancomer.. De ahí hacen los fraudes de esa misma linea.,Universal
2957,Así como están las cosas solo cambiaron las oficinas al reclusorio,Universal
2958,"Pues ..... igualdad...... a la cárcel hombres y mujeres .......

Pero NO VAYAN A SER TAN NDJOS de que solo hayan agarrado a los pobres ndjos que solo les pagaban una madre.

Los RATAS, RATAS, RATAS son los que tienen acceso al dinero.

Y si solo, agarraron a las ratitas y DEJARON LIBRES A LAS RATOTAS ..... A ESO LE LLAMARIA EN LUGAR DE INTELIGENCIA POLICIAL, TORPEZA POLICIAL; porque es lo clásico, NUNCA AGARRAN A LOS RATAS A LOS VERDADEROS RATAS que van a seguir robando. SON LOS QUE TIENEN EL DINERO.

PERO ME TEMO QUE ESO ES MUCHO PEDIR ......",Universal
2959,"Una vez mas Ecatepec, Establo de México sobresaliendo a nivel Nacional.",Universal
2960,Malnacidos!!!! Pero de verdad que paguen,Universal
2961,"Todos los días llaman dizque del banco, bloqueenlos, cuelguen que son ellos.",Universal
2962,Deberían empezar a ser más drásticos como en El Salvador. Aprobar la pena de muerte. ¡Ya es tiempo!.,Universal
2963,"Estamos mal, pero creo que el Estado de México, es el epicentro, de lo más podrido de la Nación.",Universal
2964,DESGRACIADOS! ojalá les den 20000 años de cárcel!!!,Universal
2965,Si supieran cuántos hay 🙄,Universal
2966,"De esos hay un chingo, he recibido como 3 o 4 llamadas en 2 meses de supuestos trabajadores de BBVA diciendo que hay cargos no reconocidos, lo bueno es que ese modus operandi ya está quemado. Ahora si que no mamen, apenas se ponen las pilas 😡😡",Universal
2967,Uno menos...faltan un shiiing⚫,Universal
2968,"Ahora que no los dejen sueltos !.
Pagan sus grandes cantidades de multa $$$ y vuelven a delinquir 😡",Universal
2969,"Porqué les permiten taparse la cara, deben exhibirlos",Universal
2970,Asi deberían encontrár los q se dedican a estafar gente para viajes,Universal
2971,Cárcel,Universal
2972,¡Excelente!,Universal
2973,"Que diferencia hay de este ""call center"" con algúno de cobranza de Banco Azteca ? Son casi lo mismo 😂",Universal
2974,luego los sueltan a los 2 días...,Universal
2975,Puro joven emprendedor becado con tarjetas del bienestar.,Universal
2976,"Va a decir el ñasquito...ejqu
e en eje lugar ejtuvieron los ejpañolej maj reconojidoj y les dejaron malaj mañaj",Universal
2977,Desgraciados le quitan a quien poco tienen porqué son los que caen más fácil 🤬,Universal
2978,Ya no los suelten,Universal
2979,🐀 🐀 🐀 sssssss mas con las personas mayores,Universal
2980,Deberían ir a río sena col cuauhtemoc la empresa se llama cmg esta arriba de un banco Santander la entrada está enfrente de unos árboles ahí también son bien fraudulentos,Universal
2981,Pena de muerte,Universal
2982,Denles chamba en la agencia investigadora serán más competitivos por su astucia y entrega claro todo debidamente controlado.,Universal
2983,Puro joven construyendo el futuro 😂🤣😂🤣😂🤣🤣🤣😎,Universal
2984,Así a ubicación de secuestro virtual y fraudes de todo tipo👌,Universal
2985,"Pues habría q enseñar a estas gentes a trabajar!, y aprendan como se trabaja",Universal
2986,Uuuuuy hay un chingoooo!!!,Universal
2987,Hasta las últimas consecuencias,Universal
2988,Que formas de hacer un arresto,Universal
2989,Hay muchas finacieras disqué comenten fraude encierren a todos,Universal
2990,"Hay muchos casos que se dedican a estafar a la gente en muchas maneras no nada más de esa forma, deberían darse a la tarea de investigar cuantos más hay de ese tipo de fraudes 🙄🤬🤬🤬",Universal
2991,Excelente 👍🍻,Universal
2992,"Yo opino que se merecen unos dulces ""chingadazos "" antes de ingresarlos al fresco bote",Universal
2993,Que bueno,Universal
2994,Excelente,Universal
2995,¡Defraudadores muertos de hambre! 🙊,Universal
2996,Desmantelan uno pero seguro hay más,Universal
2997,Y el dueño?....,Universal
2998,Felicidades,Universal
2999,Es como podar,Universal
3000,Yo conozco a otros así call center,Universal
3001,Ratas desgraciadas,Universal
3002,Alv sus utilidades,Universal
3003,Ya era hora,Universal
3004,¿Dónde? En Ecatepec... ahhhh como siempre el talento no se apoya...,Universal
3005,Ya era hora,Universal
3006,Tambo,Universal
3007,"Jose Manuel Quintana Jimenez, capaz que me hablaron de ahí 😐",Universal
3008,Sii a mi papá lo estafaron...🤬🤬🤬🐀🐀🐀,Universal
3009,De seguro es el mismo dónde trabajaba Diego Gutierrez,Universal
3010,"hace años me robaron una cantidad así. Ahora no contesto ninguna llamada bancaria, ninguna.",Universal
3011,milagro!,Universal
3012,Ve esto J D Alvarez Guerrero,Universal
3013,Valeria Valentin si debió denunciar tu jefa,Universal
3014,Luis Felipe Flores camara cerraron el jale,Universal
3015,Melissa De Coss a chale ahi era la entrevista?,Universal
3016,vaya!!!,Universal
3017,Seguro estas ahí en su base Miguel Angél Cervantes Vázquez Miguel,Universal
3018,Esto es culpa de amlo!!!!! Debería dedicarse a otras cosas y no andar quitándole el trabajo a esta pobre gente!!!!,Universal
3019,"Dice el Hugo Romero que tu los certificaste Eduardo Romero Jorge, que paso",Universal
3020,Jajaja las disque financieras,Universal
3021,"Jajaja hace unos 2 meses me llamaron estos estafadores que tenia una compra detenida en Amazon y llamaban para confirmar que era yo, de entrada mi celular registro que era de banamex y pues le dije que no, no era mi compra, entonces me dijo que iniciarían el proceso de seguridad porque alguien estaba haciendo mal uso, esto ya me había pasado antes y si me llamo el banco, pero el discurso era diferente y me dijo que para que confirmara que si eran del banco revisara que el teléfono registrado en mi identificador era el número de banamex, vi y si era, pero por preguntar eso le caí en la mentira, como era sábado por la mañana y aún estaba en mi cama perdiendo el tiempo le seguí la corriente, dijo que me daría una nueva cuenta para que ahí pusiera y usará mi dinero, ya que se iba a bloquear mi cuenta, entonces fui ""según"" por un papel para anotar, me tarde, cuando me daba el número le repetía mal y él me corregía, después pidió que entrará a la aplicación, igual me tarde un buen porque estaba lento el Internet, y por los nervios había metido mal la contraseña 😂😂, entre la platica me preguntó si era una cantidad razonable y le dije que toda mi quincena 😂, él me estaba dando instrucciones para dar de alta una cuenta, obvio para que en la nueva pasara mi supuesta quincena, total que haciéndome la boba me lo traje como 40 minutos ya al final cuando se suponía que haría la transferencia le digo, oye? Pero no se supone que nunca me va a llamar el banco para pedir esto? Y me dice, no, no, no, el banco solo le pide que no de los datos de su tarjeta, pero yo le estoy dando una nueva, y le digo, no lo se, mejor llamo al banco y me dice bien enojado ""pin... vieja"" y me empiezo a reír, una hora de pen je jo pensando que tenía una víctima que ya cayo 😂😂😂",Universal
3022,Hablando de fraudes Aleks Chase,Universal
3023,Unos 39 añitos de cárcel en corto,Universal
3024,Que los desaparezcan.,Universal
3025,Ahora los que te piden que descargues una App y deposites US$200 para comenzar a invertir en la bolsa...,Universal
3026,Creen que pagaban bien las horas extra y comisiones 🤔🤔🤔,Universal
3027,Juan Ilich que onda??? Se te cayó el changarro... Aida Duarte checa,Universal
3028,El Lobo de Ecatepec 🐺,Universal
3029,Desgraciados rateras,Universal
3030,Omar Ismael Ariza,Universal
3031,Enrique De Luna M,Universal
3032,Luis Angel Acv,Universal
3033,👏👏👏👏👏👏,Universal
3034,👏,Universal
3035,🙈,Universal
3036,👏,Universal
3037,"Ya deberían tumbar todo Ecatepec, ese lugar está podrido.",Universal
3038,Alberto Bazan,Universal
3039,"Huy hijitos de Toda Su tititisima,Nues
tro México lindo y bien Querido cada vez se vuelve la Casa de Risa ...
P.d. Se solicitan Psiquiatras favor de pasar a dejar su CV en Recursos Humanos ➡
Gracias 🤣",Universal
3040,Pues hace 1 hora me hablaron que según del banco. Así que esos ni son. 😒😒😒🤣🤣🤣🤣,Universal
3041,"Malditos que los refundan, se aprovecharon sobre todo de personas de la tercera edad 😡😡😡",Universal
3042,Y si se le pone un domo impenetrable a Ecatepec y ahí esos weyes que se gobiernen solos?,Universal
3043,"Los Felicito, hay bastante en Internet que solamente se Enrriquesen estafando a las personas que tienen una necesidad",Universal
3044,"Qué bueno, pinche gente estafadora!",Universal
3045,Excelente,Universal
3046,Todo ecatepec está lleno de ratas deberían de hacer algo maldito gobierno de 💩,Universal
3047,Esta si es una buena noticia,Universal
3048,Pinches lacras,Universal
3049,"Es Teleperformance
.",Universal
3050,"Yo me pregunto si desde que estaba de candidato para la gobernatura Samuel García, se sabía que clase de persona es junto a su novia???? Por qué los elegieron???? Me sorprende ver mensajes en redes sociales como insta donde los apoyan y los ven como ídolos. Lamentablemente
tenemos el gobierno que merecemos!! :(",Universal
3051,Mariana Rodríguez también sufre. Al igual que Sofía niño de rivera es blanca y privilegiada y eso no es fácil. Igual Samuel García. Ni saben las chingas que se llevaba cuando su papá lo hacía pararse temprano a jugar golf los sábados.,Universal
3052,Justicia justicia para todas las desaparesidas.,Universal
3053,"Perdón, pero creo que le están exigiendo más a Samuel que apenas tiene 6 meses gobernando, que al c@c@$ que ya lleva casi 4 años, Samuel ya salió a dar la cara con el padre de la chica desparecida en el motel, al c@c@$ le da saquito, solo en la campaña andaba para arriba y abajo con los familiares de los 43, y ahora), a cuáles enfermos o accidentados ha ido a visitar??",Universal
3054,Pero ustedes los eligieron. A él y a ella.,Universal
3055,"Primero era solo de mujeres, ahora es solo de mujeres pobres. Cada vez más sesgado su movimiento.",Universal
3056,No entiendo el porque ahora se quejan de Samuel ...si fue el mismisimo Pueblo que lo eligio. Ahora a aguantar 🥵🥵 no creen?,Universal
3057,"No c preocupen uds kos d nuevo leon...x alli va maynez el de mc a solucionar las broncas d su gober...o q tambien salio como rata huyendo como es su costumbre...xq esta calladito el canijo ni un pedernal c le escucha...hay guey??? No q no tronabas pistolita....ja
jajjaajjaj...pa
tas pa q t quiero....jajaj
jaajaj",Universal
3058,Justicia!,Universal
3059,......,Universal
3060,"Es verdad, justicia por la desaparecidas/
os",Universal
3061,Jesica Ortiz,Universal
3062,💔💔💔,Universal
3063,..,Universal
3064,..,Universal
3065,.,Universal
3066,Mm,Universal
3067,🙏,Universal
3068,🙏🏻🕯️🕯️🕯️,Universal
3069,Justicia,Universal
3070,.,Universal
3071,..,Universal
3072,.,Universal
3073,…,Universal
3074,.,Universal
3075,Que es eso de privilegiados? Jajaja osea que a fuerzas tenemos que estar con las feministas y sus ideas?,Universal
3076,Samuel García sigue de🤡 con tu otra 🤡 haciendo tiktok😂🤣😂,Universal
3077,"Más colombianos llegarán a México, hoy un buen de ucranianos y koreanos llegaron al aeropuerto.",Universal
3078,Este país está fuera de control.😳😳😳 Y López ocupado desmantelando el INE. Despiertenme de esta pesadilla 😫😫😫,Universal
3079,"El mundo está fuera de control.
Estúpidos gobiernos muertos de poder.
Y de un poder idiota, abran los ojos y el cerebro señores gobernantes no se dan cuenta que al destruir tienen menos.
Destruyen su propio país y gente.",Universal
3080,"Ahi es donde deveria de estar pendiente el presidente no en estar ocupado usando distractores y construyendo leyes que solo le favorescan.
El todas las mañanas hablando de muchas cosas pero la verdad es esta una total inseguridad en todo el país
Esto si es importante para que asuma su ineptitud en este sexenio.
Por queveste ed el pan de cada dia.",Universal
3081,"Y pa aya vamos en México,,Con La inútil Guardia Nacional y la estrategia de seguridad Del Pejendejo 👺👉🐂🐂🐂🐂🐂🐂",Universal
3082,Malditos somos pueblo solo queremos tener vida digna,Universal
3083,"El dictador kks tiene otros datos
Todos felices",Universal
3084,"A ver gente pende..... que ni siquiera se toman el tiempo de habrir la nota y enterarse que este hecho lamentable por cierto paso en 🇨🇴 por grupos guerrilleros es una lastima y animo gente de colombia, pero a mi gente mexicana que solo entra a opinar tonteras por favor de perdida lean la nota no mmr!!!!!!!!!",Universal
3085,Ah pero el viejillo recomienda abrazos a los delincuentes.,Universal
3086,"Que no leen que estén Colombia???
Muy lamentable también.",Universal
3087,"Está la situación cómo está. Tanto las autoridades cómo las personas se ponen en riesgo inecesariamente
. Los tiempos ya no son cómo antes y se ponen en peligro tanto padres de familia junto con sus hijos para que les den un balón de hule contaminante de cinco pesos que por cierto duran más para que les den ese balón de hule contaminante de cinco pesos que lo que dura de utilidad a los infantes.",Universal
3088,Que lamentable y triste pensar que en México puede suceder algo tan grotesco,Universal
3089,Fuerza 🇨🇴 COLOMBIA ( lamentable ),Universal
3090,Siquiera lean la nota por favor,Universal
3091,Como cuando eres chairo de la oposición derrotada y todo el día tienes sueños húmedos con el peje. Hasta lo que pasa en Colombia los hace recordarlo ¡Qué asco de estupidez! Dicen ser los educados y no entienden lo que leen. Dan mucha pena.,Universal
3092,"Que horrible 😪..
Pero es en Colombia, amixes no le echen la culpa al Obrador 🖐️",Universal
3093,Ahí está tu presidente que abrazos y no balazos sigan votando por morena,Universal
3094,De seguro Andrés Manuel López Obrador los mando 😁,Universal
3095,"Nada más les aviso que fue en Colombia ehhhh, luego ni la nota leen. 🤦",Universal
3096,Qué barbaridad !!!,Universal
3097,Que pena que en este mundo haya tanta maldad,Universal
3098,"Ahora resulta que el presidente tiene que cuidar a países ajenos al nuestro,leeanle
vien la notícia y después opinan.",Universal
3099,Ni Pablo Escobar se atrevía a tanto,Universal
3100,No les importan los niños sólo su hambre de poder,Universal
3101,"Pensé que era México, de tan cotidianas que se han vuelto esta clase de villanías😲. Es una pena que estemos invadidos de intranquilidad en donde sea.",Universal
3102,Que tristeza que lleguen a esto sin saber que hay niños por qué tanta maldad,Universal
3103,"Así está yá todo nuestro país, a pesar de la militarización.",Universal
3104,Que poca M😡,Universal
3105,Cuánta violencia dios nos proteja,Universal
3106,"Si tristemente en nuestro país las cosas no están , nada bien pero ahí dice que fue en Colombia",Universal
3107,"Sería bueno leer un poco más que tiene que ver los morenistas, si esto está pasando en colombia que pena.",Universal
3108,"Fue en Colombia, ahora toda la culpa a AMLO lean gente.",Universal
3109,Aquí no cantamos mal las rancheras triste futuro espera a nuestra niñez,Universal
3110,"Sara Fla Goldstein tómese la molestia de leer la nota, sólo falta que le eche la culpa, ésto fue en Colombia 🙄",Universal
3111,"Qué barbaridad igual que aqui en México puras balaceras ,ojalá se encuentren bién los niňos,saludos Colombia que Dios los proteja😢🙏",Universal
3112,"Sara Fla Goldstein si quiera abriste la nota???? Es en Colombia, ahora resulta que has lo que pasa en otro país es culpa de Obrador 🤦‍♀️",Universal
3113,los que se rien son los morenos que no les importa nada,Universal
3114,Donde fue esto 😔,Universal
3115,Todo viene del extranjero. Quieren sembrar el terror para detener la democracia.,Universal
3116,El mundo esta lleno de gente sin valores y sin Amor en el corazón,Universal
3117,😡😡😡😡😡😡😡😡😡😡😡😡😡está eso ay violencia con los niños 😡😡😡😡😡😡😡😡😡😡😡no se está donde vamos a llegar la maldad ya no ay respeto los niños...,Universal
3118,Es en Colombia 🇨🇴 GENTE!!!,Universal
3119,cuanta maldad x dios,Universal
3120,Recuerdan lo que muchos países dijeron cuando bukele dijo que haría las cosas más duras contra los criminales? Quisiera ver que dicen esos mismos países ahora,Universal
3121,Que nota tan tendenciosa al no poner en su encabezado que sucedió en volombia,Universal
3122,Oh por Dios!!! qué tristeza 😢 Lina Maria Restrepo Restrepo 😔😔,Universal
3123,Son bebés ...respeten,Universal
3124,Hay Dios q pena ya no se puede vivir en paz le roban la infancia a los niños,Universal
3125,"Si, no paran esto vanos a terminar muy mal. Qué les hacen los niños a estos criminales.",Universal
3126,Fue en Colombia,Universal
3127,Dios mío porque tanto.ataque al presidente porque lo odian tanto😓,Universal
3128,Abrazos no balazos,Universal
3129,Pero la 4T y sus seguidores dicen que tiene otros datos que Loret hace su vida una novela jajaja neta a eso ni nos importa ni Loret ni sus peleas de teatro con el pero bueno el pueblo sabio lo eligió nadien se pregunta de dónde llegan etc como siempre pasa jajaja,Universal
3130,Pues ahí nos vamos dando unos llegues con el país de Colombia que mal así q no se asusten ni se indignen,Universal
3131,Así no Anlo es culpa de Uribe.,Universal
3132,COLOMBIA tampoco sean crueles con AMLO,Universal
3133,"Nota que ocupará el pseudoperiodist
a de con
""Alarma en los edos donde gobierna morena el terror""
Ya lo vi 👀",Universal
3134,Fue en Colombia y los que no saben leer culpan al presidente López Obrador de eso jajaj,Universal
3135,Universal acusarlos con tu mamá Kiko,Universal
3136,Que de raro tiene. Es Colombia mami,Universal
3137,Y luego en colombia ahí pasa de todo,Universal
3138,Todo el mundo esta loco de verdad,Universal
3139,"Igual que en México, que feo",Universal
3140,Es culpa del kks dirán los changos.,Universal
3141,"Lamentable!! Oremos por el Bienestar y Bendición de todos los niños del mundo. Dios hará Justicia. Busquen de Jesucristo, él es Amor Juan 3:16.",Universal
3142,Dios mío ya esto está llegando a límites descontrolados que solo nos queda encomendarnos a Dios que nos cuide y nos proteja porque a las pinches autoridades no porque ellas han propiciado todo esto,Universal
3143,QPM,Universal
3144,"Ya no tienen ni poca m...
Quién pario y crio a esas bestias?",Universal
3145,"Porque,se meten con los niños",Universal
3146,Alberto Gonsalez,Universal
3147,😡😡😡,Universal
3148,😭,Universal
3149,🤦🏻‍♂️,Universal
3150,🙏,Universal
3151,"Pobres niños, felices por celebrar su día y esos malditos delincuentes llegan a arruinarlo, gracias a Dios que no hubieron víctimas mortales",Universal
3152,Lean bién esto fué en Colombia😢,Universal
3153,Q desgracia en serio q los niños vivan eso,Universal
3154,Esa es su cuarta transformación?,Universal
3155,Le deberían hacer como en el Salvador,Universal
3156,"PORQUE ATENTAR CONTRA LA NIÑEZ,SI SON EL FUTURO DE LOS PUEBLOS,QUE EKAMPLO A SEGUOR PARA LOS NIÑOS",Universal
3157,Y las autoridades que hicieron?,Universal
3158,"El país de las maravillas del loco López. El país donde sólo pasan cosas buenas y su gente es feliz, feliz, feliz.",Universal
3159,A pues es la tradición en los países de la OTAN 🤷,Universal
3160,Malditos!!!!!!,Universal
3161,Ian,Universal
3162,Alicia LR,Universal
3163,"No sé por qué me sorprende que les sorprenda ese dato, siempre ha sido así y desafortunadame
nte es una práctica que por mucho que se busque erradicar se continuará practicando, quizás por idiosincracia, quizás por el gen de corrupción que tenemos, pero nos toca cambiar esas prácticas..",Universal
3164,¿ en serio ? Me están tratando de informar que en México se deja a un lado la meritocracia y se privilegian los contactos? El universal descubriendo el hilo negro😂😂😂,Universal
3165,Pues la mayoría de fresas ya tienen el puesto seguro y luego sin saber nada en el area,Universal
3166,"Futbolistas, artistas, políticos y empresarios se dan entre ellos, vulgarmente. Que hay de raro que los paps siempre sean de la misma sangre? 🤔",Universal
3167,"Es completamente normal que nuestro primer empleo sea informal, pero sin importar nivel económico, color de piel, etcétera.
Claro que si buscas tu primer empleo hasta que termines tu carrera no quieras llegar de director.
Todos mis hermanos y yo empezamos de artesanos (somos 8), mis hijos también trabajan desde niños, es lo mejor para cuando terminan sus estudios ya llegan con experiencia.",Universal
3168,"Aunado a la procedencia de su preparación, su imagen, son factores que frustran a los nuevos profesionales. México está en crísis el desempleo con la pandemia está más alto. Aunque se hable de la riqueza, es la que sostiene las empresas y éstas benefician en parte mínima está clase, que logra terminar una carrera y un lugar donde demostrar su talento con el pago mínimo y IMSS básico en la familia 👪",Universal
3169,"Por todo te discriminan , por la edad , por tu orientación sexual ,por tu color de piel, por estar gordo , por tu forma de vestir . Que pena que haya gente así y que no tomen en cuenta tus conocimientos",Universal
3170,"Ahora resulta que descubrieron el hilo negro , por eso el país se cae a pedazos porque todo es así puro compadrazgo puro recomendado aún cuando sean inútiles y endejos y los que verdaderamente buscan un espacio no existen, no hay estudio, no hay oportunidad para el pobre",Universal
3171,"Gran verdad, no hay oportunidad de trabajo, para los jovenes",Universal
3172,"Siempre ha existido eso.. la influencias, los conocidos, la palanca, desde que tengo uso de razón muchos trabajos los vienen heredando el puesto de acuerdo a lo que se dediquen.. ejemplos claros los maestr@s de la SEP dejan su base al hij@, en el IMSS sucede lo mismo, en CFE, también, PEMEX es otra.. y muchos ni dan el ancho y esa razón es por la que personas que realizarían mejor el trabajo no tienen oportunidad.. así es México mágico",Universal
3173,"Pues si y no. Los factores influyen es verdad, pero si hay trabajo para los jóvenes que estudian una carrera universitaria, obvio costará más trabajo porque hay mucha competencia, son muchos jóvenes pero si hay trabajo. Lo sé por experiencia trabajo con jóvenes. Y mi hijo estudia y trabaja, y su trabajo no es informal. Saludos.",Universal
3174,"Eso siempre ha sido así. Parte de la educación/
formación debe llevar a desarrollar las relaciones y contactos en el ámbito donde de piensa trabajar. Hay códigos y formas de lenguaje que deben adquirirse. Hay mucha gente de origen modesto que logra integrarse profesionalment
e.",Universal
3175,"Esto igual pasa con la gente de dinero como dicen, con sus recomendaciones
aunque no sepan hacer nada.",Universal
3176,"No creí que pudieras ser más decepcionante! En serio: pobre o ser del sur? Vaya clasismo, acuérdense de dónde vienen,no se les olvide..",Universal
3177,"""eres del sur"". Seguramente en el norte no hay tianguis, taquerias, narcos...",Universal
3178,"Dios me libre de un empleo formal
😂",Universal
3179,"Aún saliendo de la Universidad, sólo encuentran en restaurantes o bares trabajo.
Muchas veces es por eso que desertan.",Universal
3180,"Estamos en Pejelandia, dónde todo va requetebien!!",Universal
3181,Los salarios están pa llorar para todos,Universal
3182,"🍀Siempre ha sido así.
Mi primer trabajo a los 14 años fue en el negocio del papá de un amigo.
Nada que demeritar. Trabajo es trabajo y si es honesto, mejor.🍀🇲🇽",Universal
3183,Eso ha sido siempre.,Universal
3184,"No solamente de los jóvenes, hoy en día ocupas contactos y recomendaciones
para conseguir trabajo a cualquier edad",Universal
3185,Ahorita va a venir un pendejo a decir que El Universal se volvió comunista 🤣,Universal
3186,En mi universidad hay un tianguis de ambulantes y hasta se pelean por vender con el asunto de que necesitan vender para pagar sus estudios,Universal
3187,El problema se agudiza en las poblaciones y rancherías alejadas de las ciudades en donde no hay posibilidades de encontrar un trabajo.,Universal
3188,"Un claro ejemplo de eso "" El Universal""",Universal
3189,Qué pachó!!! Si Peña BB llegó a la presidencia por su gran capacidad (para ser títere),Universal
3190,César Ortega alimenta tu clasismo con el título de esta nota..... XDdd,Universal
3191,Es la verdad y sobretodo si es a nivel universitario o con una profesión necesitas palanca.,Universal
3192,A poco hay racismo en México?? No lo puedo creer 😂😂,Universal
3193,"Casi siempre fue asi, lo que cambio, es que antes se conseguia, con una persona amiga, y ahora cuesta mucho mas trabajo",Universal
3194,"No es recomendable tener un trabajo formal. Estás esclavizado a vivir así hasta que te jubiles. Es mejor tener un oficio, algo técnico y ser bueno en eso, así tendrás siempre trabajo y cuando desees descansar, lo harás.",Universal
3195,Tu primer voto sea por mugrena,Universal
3196,"Muy bonito, si el nepotismo abundaba en la política ahora también en el ámbito laboral, así México va seguir creciendo de forma corrupta 🤣🤣",Universal
3197,"Si hay trabajo.

Se requiere gente preparada que en verdad se comprometa a trabajar.",Universal
