,Comments,Origin
2098,Estarán buenos,Milenio
2099,"Este , Voy por mi porcelana y la vendo en un evento del cacas y después le pido me deje hacerle los recuerditos de despedida de su mal gobierno . Jajaja jajaja jajaja jajaja así las cosas. Maquillando andamos .....",Milenio
2100,Y yo vendo mis naylons,Milenio
2101,Que bueno,Milenio
2102,"Como en el AIFA no hay nadie, mejor se sale de ahí",Milenio
2103,A la derechairiza mexicana no les gustó eso.,Milenio
2104,Hipócritas #Milenio y más la #AzucenaALas10,Milenio
2105,Saimon Santinny,Milenio
2106,orale que bien que apollen a la ceñora,Milenio
2107,Huaraches toluqueños? Mis 🥚 🥚.. son tlayudas oaxaqueñas,Milenio
2108,Felizidades,Milenio
2109,Esta Mujer !! Dice la vieja de las noticias jajajajaja,Milenio
2110,"Y que te quita ...,..... envidioso . Fifi. Jajaja",Milenio
2111,".nolecrean.aest
a.chayotera.cor
ruta.ymentirosa
.adicta.al.chay
ote..mejor.la.j
ornada",Milenio
2112,Vieja racista (azucena) que asco.,Milenio
2113,"Al menos no roba como los hijos de Martita Sahagun, o tampoco prostituye, o vende mujeres, como EMILIANO SALINAS y la Hija del dueño del EL REFORMA!",Milenio
2114,"QUE RICO, YA NO HAY QUE IR A RESTAURANTES FIFI'S FORSOSAMENTE..",Milenio
2115,"Como olvidar a nuestro glotoncito favorito de Nintendo. Congratulations
kirby 🎉",Milenio
2116,Poyo!,Milenio
2117,Luis Rgl Pimienta Jorge Hernández,Milenio
2118,Isra Hernández,Milenio
2119,Ana Tabita GT,Milenio
2120,"Malvados, juicio de Dios sobre ellos!!!😭",Milenio
2121,Esto está muy mal echo estos dos merecen cargos .como es posible dónde están los derechos humanos.,Milenio
2122,que par de locos 🙄,Milenio
2123,Pura información de Estados Unidos.,Milenio
2124,A los dos los deben de poner cargos q estupidez,Milenio
2125,tenia que ser,Milenio
2126,Que lo encarcele Ucrania d x vida,Milenio
2127,Que mal que fácil muy mal 😕,Milenio
2128,El llamado botín de guerra!!!,Milenio
2129,Joakin Lopez de Nava,Milenio
2130,Es un suertudo 👊,Milenio
2131,No cabe duda que Milenio es la meretriz al mejor postor... Al igual que la titular del noticiero.,Milenio
2132,"De verdad que la guerra de desinformación está tremenda, este tipo de chismes de guerra nisiquiera deberían ser tomados en cuenta puesto que son obvia propaganda. La Guerra de Medios ahora es tipo Ventaneando 🤦🏻‍♂️",Milenio
2133,"Claro, llamada interceptada. Mañana sale reportaje de Soldado ruso pateando gatitos. Hasta donde llega el alcance de la propaganda gringa",Milenio
2134,Con la cantidad de desinformación que hay solo un ignorante cree esto,Milenio
2135,"Que seres tan DESPRECIABLES😡😡😡
Espero la vida les regrese sus maldades.",Milenio
2136,Eso es lo que hacen esos sucios y haci gente los apoyan pero todo el que apoya eso es porque es igual que pu tin,Milenio
2137,Qué clase de personas tienen en el.ejérciti ruso😡😡,Milenio
2138,Ñya no se le cree a esta mentirosa de Azucena,Milenio
2139,"Solo un noticiero como este sacaria una idiotes de estas
Cuando tenemos un millon d problemas en nuestro pais y salen con Estas pendjedaassss",Milenio
2140,"Tiempos finales apocalípticos Cristo Jesús viene www galatasradio.co
m TuneIn radio & Google play twitter",Milenio
2141,Enfermos los dos😡😡,Milenio
2142,Ella también es culpable que la metan en la cárcel 👌👌👌,Milenio
2143,🤬Deberían arrestar a los dos!!!,Milenio
2144,Fue detenido ayer😀😂😂ok es mas fácil creer😀,Milenio
2145,Más falso.,Milenio
2146,Jajajajajajaj no se que es más obvio si la mentira que quieren impulsar o quieren medir la estupidez de la gente… 1- el audio puede ser grabado por cualquiera. 2- a que pero retador se le ocurre contarle esa a A SU NOVIA y que ella lo apruebe 🤣🤣🤣🤣🤣🤣 solo de pensador me da risa; pregúntenle a las mujeres si permitirían eso de su pareja 🤦🏻‍♂️?,Milenio
2147,No me gusta estar en las redes sociales pero le juro por dios q agarro ese perro de soldado ruso y lo hago pedazos poco a poco para q sufra ese perro de basura soldado,Milenio
2148,Semejantes monstruos,Milenio
2149,Que hacen buscando o denunciando violadores en Ucrania y Rusia cuando en México tenemos de sobra no les da vergüenza que allá aún vistiendo igual porque andan uniformados lo atraparon y aquí ustedes protegen las impunidades que Dios les bendiga siempre amén así sea echo está y que la justicia de Dios se manifieste aqui en la Tierra,Milenio
2150,Kedate con la Ke te de permiso 👏👏😜😜🤩🤩😩😩🤣🤣😂😂🤦‍♂️🤦‍♂️,Milenio
2151,Jajajaja Que nota tan burda tenía que ser de milenio. Solo en ese medio tan obsceno y corriente es posible generar tan falsa información. Debería darles vergüenza difundir esas notas para retrasados mentales.,Milenio
2152,Fue ella la que se lo menciono primero a el,Milenio
2153,ESTAN PERROS PARA CHAYOTEAR IGUALITOS QUE LORET DE MOLA I SU TANQUE DE GUERRA,Milenio
2154,Fue una broma telefónica que el usuario realizó cuando comenzó bueno aún no tenían conflicto en ese tiempo,Milenio
2155,Tontejadas,Milenio
2156,"No lo sé, Rick",Milenio
2157,Fakes news fake news.,Milenio
2158,"Se ve super armado, para crear la idea en occidente de que los rusos son barbaros y deben ser combatidos.",Milenio
2159,Sucedió justo lo que previo a su llamada de broma con su esposa bueno que se esperaba de los que se aprobechan de la mala imagen que quieren dar de Rusia,Milenio
2160,Degradación los dos aser semejante maldad que clase de mujer es esta los dos son depravados,Milenio
2161,Ya valió madre. En pedazos se lo van a enviar a su esposa... pa que hablan así por teléfono... ni de broma se habla de eso...,Milenio
2162,"😅😅😅 Suena más a noticias falsas.
Cualquiera puede grabar una llamada telefónica e inculpar a quien sea. Eso no es una prueba. Ya se ha demostrado que existe una campaña de odio contra los rusos.
Mejor publiquen sobre lo que se encontró en la computadora del Biden Junior.",Milenio
2163,Noticias tendenciosas,Milenio
2164,Par de locos😒,Milenio
2165,En las guerras sopongo que hacen de todo pudieron fingir la llamada,Milenio
2166,"No bueno que prueba tan contundente!!, La ""inteligencia Ucraniana"" está vez se la voló, y este canal solo provoca el odio a una población en específico, entonces que tan diferentes son de a quienes ellos mismos dicen ser víctimas 🙄",Milenio
2167,Aguilecha Inesita,Milenio
2168,Nommn,Milenio
2169,El mal lo traen incluido que asco de gente.,Milenio
2170,Cynthia Díaz,Milenio
2171,🐀🐁🐁🐀🐀🐁🐀🐁🐀🐀🐀,Milenio
2172,Ángel David,Milenio
2173,"Par de repugnantes y asquerosos , cuánta maldad y perversión de éstos despreciables, pero tendrán que pagar los 2 aquí en la tierra y ante Dios.",Milenio
2174,"LO DETUVIERON POR QUE LO ESCUCHARON, lo cierto es que en el caos de la guerra, no existen reglas, los soldados pueden sacar a relucir todo lo peor del ser humano.",Milenio
2175,Ahora que les de permiso a los soldados ucranianos para que le hagan lo mismo a su marido a ver que siente....,Milenio
2176,Ahora q lo violen a el todo el ejercito d ucrania,Milenio
2177,Malditos son tal para cual pobre niño con esa clase de padres 😡,Milenio
2178,Los soldados rusos están violando a mujeres,Milenio
2179,Desgraciados,Milenio
2180,"FUERZA RUSIA, ABAJO LA PRENSA HIPOCRITA Y DESINFORMADORA DE LA OTAN, MAS INDIGNACION DEBERIA CAUSARLE QUE LOS MISMO UCRANIANOS DIJERON QUE MATARIAN TODO UCRANIANO QUE APOYE A RUSIA Y ESO SI NO ERA NINGUNA BROMA, COMO LAS BROMAS INTERCEPTADAS A UN SOLDADO RUSO.",Milenio
2181,Ahora lo violan a el los ucraniano,Milenio
2182,Se pone buena la guerra de mentiras tanto de un lado como del otro 😂😂😂😂,Milenio
2183,Las fake news de Asucena Uresti cada vez la ponen en una posición más patética.,Milenio
2184,Información falsa.,Milenio
2185,Enfermos los dos,Milenio
2186,Asquerosos,Milenio
2187,K asco y k poca ma…..d…r);&$ …e. Tiene la novia.,Milenio
2188,"Tumbar al enfermo mental ruso , rusos desgraciados salgan de Ucrania",Milenio
2189,Siguen con su Chow mediático ahora es una guerra de chismes periodistas bueno de alguna manera se tienen que ganar sus pesos,Milenio
2190,Fake.,Milenio
2191,"Hijo de su reverenda , q pague por las fechorías !",Milenio
2192,COLGADITO DELOS HUEVOS Y QUE PENA COMO QUEDAN LAS MUJERES QUE ASCO,Milenio
2193,Corte le el garote,Milenio
2194,Enfermos,Milenio
2195,"Esos ucranianos son Dios y agarran a todos, jajaja, que agarren al glorioso Vladimir Putin, no son más que una escoria nazi.",Milenio
2196,UCRANIA COJA A LOS RUSOA EJERCITOS MATAN A LOS NIÑOS Y MUJERES.LOS RUSOS EJERSITOS ASESINOS PARA TENER SEXO CON LAS MUJERE UCRANIANAS,Milenio
2197,Que pedazo de noticia mas falsa y stupid@@@@@@ 😂😂😂😂,Milenio
2198,Cortarle los huevos!!!,Milenio
2199,no es de extrañarse los rusos en la2 guerra mundial recuperaron territorios e ivan abusando de mujeres sin compasión,Milenio
2200,Ojala leden piso,Milenio
2201,Qué se les pagará de acuerdo a los problemas que resuelvan y que se les exija más como a todos los enpleados,Milenio
2202,Y el presidente te donde esta también ien muy ocupado en sus encuestas,Milenio
2203,"Huy los señores muy ocupados, deverian cargarles responsabilidad
es a todos los ministerios públicos para que hagan mejor su trabajo",Milenio
2204,Que pongan gente competente y con ganas de trabajar y saquen esos parásitos,Milenio
2205,Pura falla al debido proceso así se manejsn‼️,Milenio
2206,VALGAME,Milenio
2207,.,Milenio
2208,.,Milenio
2209,.,Milenio
2210,...,Milenio
2211,...,Milenio
2212,..,Milenio
2213,..,Milenio
2214,...,Milenio
2215,"Entonces para q se les paga, ineptos corruptos",Milenio
2216,Cómo mujer y viendo que el presidente hace todo lo que más puede pero son 80 años podridos no pido exijo al Sr presidente que a todos los que detengan por trata de mujeres por lastimar verbal o a golpes la pena de muerte eso es lo que se merece un hombre maltratador vamos a exigir y hacer todo para que ya nos respeten no salgas a la calle sin algún instrumento para defenderte no te calles alza tu voz ya estuvo bien de tantos abusos,Milenio
2217,"Desgraciadament
e las autoridades de todos los niveles de gobierno y FISCALIA están rebasados por esta violencia en contra de mujeres, niños, niñas, varones, personas de la tercera edad. No hay unión entre nosotros para ayudarnos a buscar ya que te niega la ayuda las autoridades ayuda que es su obligación pero parece que nos hacen un favor en poner atención, que importa la revocación, el tren maya, el ine, quitar diputados (que curiosamente amlo quiere que sean puros morenos los que queden en la curul) si para cuando entre otro presidente de cualquier partido ya no habrá juventud, niñez, adolescentes, adultos muchos con el vicio primero del alcoholismo y después drogas. Mexicanos pensemos por favor, sin ser adoradores de algún partido o persona",Milenio
2218,"Y cuando la familia investiga los callan ahí está el papá de debani ya lo amenazaron, su hija fue a una narcofiesta por eso se salió porque la drogaron. Pero el gobernador de nuevo León protege a los Narcojuniors",Milenio
2219,"Bien que Cobraba y Nunca hacen su TRABAJO, a TODO le dan CARPETASO, Hasta que No les TOWUE a ellos o a Sus Familiares.",Milenio
2220,"Si es su clásica respuesta , fue la creación de los gobiernos anteriores su herencia mal •○□♤♡♧¥《▪︎☆☆",Milenio
2221,"Ni siquiera se ve preocupación por lo que esta pasando con este señor presidente que tenemos, que más nos espera y todavía se quiere reelegir 😠😩",Milenio
2222,Pues entonces que se vayan a sus casa los huevones fiscales y uno hace el trabajo y mucho mejor 👎👎,Milenio
2223,"Estos también quieren su sueldo nadando de muertito, como todos los del gobierno ni vergüenza tienen",Milenio
2224,Que tal con estas autoridades q la búsqueda la hagan los familiares que les pare ce? Y ellos de huevones e ineptos zanganos,Milenio
2225,Fiscalía bola de huevones!!,Milenio
2226,Hechen más leña a la hoguera opositores....,Milenio
2227,Fiscalía de Mi. a 😡,Milenio
2228,"pues la verdad es lo mejor que pueden hacer, la fiscalia no hace nada, no sirve",Milenio
2229,"IMPOTENCIA, RABIA, porque ya sabemos que justicia en este país no vamos a tener , porque fueron los mismo traidores a la patria los que no quisieron tocar el sistema judicial, que casualidad, cinicos",Milenio
2230,Se escucha clarito cuándo se oye esa voz Tenebrosa?!,Milenio
2231,"Lo más seguro esq si la iban siguiendo, Y por miedo no hallaba donde esconderse Y vio la cisterna y se le hizo fácil esconderse ay sin medir el peligro😞",Milenio
2232,"Y nuestro presidente , que es la máxima autoridas se hace de vista gorda, cero corrupción, cero impunidad y dónde queda la justicia severa y justa",Milenio
2233,Ban adecir que el asesino es un fastasma no le agan al cuento mejor manden a traer a los de la serie la ley y el orden por qué ustedes cómo fiscalía no sirven para nada son unos ineptos,Milenio
2234,Ya escucharon una voz k dice espera hija en voz muy bajita en el minuto 7:09 escuchen,Milenio
2235,"Pedimos justicia por ella y por las otras mujeres desaparecidas queremos saber la verdad y que el culpable pague bien caro, que gobierno más corrupto quieren tapar el sol con un dedo lo que es realmente obvio!!!",Milenio
2236,"Está investigación comenzó muy mal por parte de los entes encargados , ojalá y todo se aclare para que la Joven Debanhi pueda descansar y sus familiares puedan tener algo de tranquilidad , muy triste su partida , justicia terrenal es la que se necesita, la Divina siempre llega",Milenio
2237,El que hizo todo esto conoce bien todo el movimiento del hotel pero va acaer x dios todo lo ve,Milenio
2238,Milenio sacando los vídeos en abonos !,Milenio
2239,Eso es una mafia q hay ay y todos están involucrados fiscalías y gobiernos,Milenio
2240,si yo lo escuché también !!espérame 😢!! hija si eso dice 😱,Milenio
2241,"Min 07:10, que molesto eso que dicen.... Esperame.....",Milenio
2242,Yo no ví ni madres,Milenio
2243,Tiene camisa blanca pueda ser el mismo de cuando ella salió corriendo frente a la quinta el diamante cuando ella corría..,Milenio
2244,Claro q la mataron! 😡,Milenio
2245,Yo solo digo que como mexicano que soy .da berguensa la clase de autoridades que tenemos no sirven para nada protejen al delincuente cada día peores quitenlos total da la misma,Milenio
2246,Jajajaja mejor nosotros que la que la.fiscalia 😂😂😂😂😂😂😂,Milenio
2247,Esa voz de esperame me dió cosa😟,Milenio
2248,Todos los testigos mienten.,Milenio
2249,Ahora ya todos le hacen ala investigación 🧐,Milenio
2250,Ese yo lo vi desde que lo pusieron ese video y al lado derecho en la ventana a las 5:47 se ve que se sube al carro blanco🧐🧐🧐🧐🧐🧐🧐,Milenio
2251,Y si todos están coludidos Dios los perdone,Milenio
2252,Porque hasta ahora?,Milenio
2253,"No sé asoma en la puerta, en la sombra se ve que trata de abrir la puerta como si quisiera resguardarse.",Milenio
2254,Parace q es ella la a s sube al auto,Milenio
2255,"La maxima autoridad...no te dice ve
Bienaventurado es el padre que sabe sugetar a sus hijos..vendecid
o sea el hijo que hoye la voz de su padre...y le obedece.saviend
o que los tiempos
Son peligrosos.....
...de mi parte como dijo aristoteles.lo unico
Que se .que no se nada.....",Milenio
2256,"Quizás desde que compraron la bebida,la venían siguiendo.",Milenio
2257,Seve que se sube al auto es ella .,Milenio
2258,"Excelente reportaje muy bien explicado, pero definitivamente
quedan muchas dudas y eso que ella entra corriendo por la pluma es porque sabia que ya corría peligro",Milenio
2259,Es la voz de la conductora en el minuto 7:09,Milenio
2260,"Está mal que sus comentarios sean tendenciosos ,con lo del ""contenido en la bolsa de Debani "" , mostrando video comprando la botella , y diciendo que andaba con una conducta extraña .
La chica se defendía y coordinaba perfectamente, lanzó una patada sin caerse .
¡¡MILENIO NO ESTA CON LAS MUJERES !!
ENCUBRE A LOS CULPABLES
Y EXIGIMOS LOS DEMAS VIDEOS .
Hay cámaras en la entrada de ese hotel ,hacia las cisternas y de todos los días hasta su aparición.",Milenio
2261,"Mentiras y más mentiras…. Gente ya no necesitan de medios de comunicación para q se den cuenta de lo q paso! Este y todos los grandes medios de comunicación quieren q veamos y creamos lo q ellos quieren para proteger a gente de poder….. Salgan protesten exijan sus derechos no paren hasta destituir al gobernador de Mier….. w tienen en Nuevo León q por su propia conveniencia proteja a los asesinos, violadores de cuello blanco. Ya basta despierten",Milenio
2262,"Milenio (los dueños) tienen mucha relación con los altos de NL por eso milenio está sacando lo que mejor conviene para no descubrir al asesino 😐
Por eso estamos como.estamos con mucha impunidad 😞",Milenio
2263,"TEXTO DEL PERIODISTA Mafian Tv : ""Me encantaría que las autoridades muestren las CÁMARAS faltantes del #MotelNuevaCast
illa para demostrarnos ¿cómo logró #DebanhiEscobar
llegar al área de las cisternas?

Tuvo que escalar una pared de 3 metros y aparecer por arte de magia dentro de ellas, faltan muchas grabaciones y lo más importante, ella tuvo que haber accesado al restaurante para entrar a esa área.

Las grabaciones de esas cámaras están enfocadas a esa área… ¿a quién quieren engañar?

Me queda claro que solo quieren mostrarnos lo que les conviene. #justiciaparade
banhi sientan el poder de las redes, están acorralados y siguen escondiendo al o los verdaderos responsables.""
JUSTICIA PARA DEBAHNI!",Milenio
2264,"La gente está haciendo el trabajo q le toca hacer a la fiscalia, incompetentes, ineptos y corruptos!",Milenio
2265,Yo creo que en su vida se habían puesto a trabajar tantísimo como en este caso,Milenio
2266,"De veras tienen una hueva para trabajar y agilizar el caso , vergüenza deberían tener no tienen nada claro !",Milenio
2267,"Alguien se ha percatado que en el minuto 7:10 se escucha que dicen ""ESPERAME"" 😮😱",Milenio
2268,"Rango Garces bueno, aquí hay mentiras más importantes y masss grandes por las personas cargo de este caso y nadie les dice nada💁‍♀️ x lo q he mirado en imágenes y escuche por parte del taxista q en un momento contradijo a las mujeres, no lo dudo, pero cada quien su opinión.",Milenio
2269,"Un día me puse de mala copa y me sacaron los de seguridad. Rodeé el terreno donde era el evento e intenté brincar trepando un árbol, para volver a entrar, me caí y me rompi un brazo.

Con todo respeto,me parece que la chica entro corriendo al hotel para no ser vista y buscar como regresar a la fiesta entre predios.",Milenio
2270,"La camioneta no se va, se alejo porque se ve el reflejo de la luz en la ropa de hombre y de todos esos que estaba ahí con debanhi",Milenio
2271,Le hicieron una tremenda encerrona a esa pobre chica. Las amigas son las culpables. Ellas. Son las acecinas,Milenio
2272,Cuando la periodista dise no sabemos que paso se escucha otra voz rara.,Milenio
2273,"Sin investigar esta “periodista“ lo que hace es basarse en especulaciones!
!! Amarillismo!!!",Milenio
2274,Lo único seguro es que no murio ahí tantos dias y nunca la vieron o nunca persibieron un olor la sembraron en ese lugar cuando ya vieron que se volvio viral el caso,Milenio
2275,"Tiene días ésa misma versión
Pero la verdad es otra
Todo lo que se ve ahí es MONTAJE",Milenio
2276,Justicia que sepa la verdad es pueblo lo merece saber la verdad no más mentiras no más verle la cara al pueblo,Milenio
2277,Los amigos de samuel en la fiscalia y dueños de ese motel y quintas editaron los videos fuera samuel junto con todos los delincuentes que protege en Nuevo León,Milenio
2278,Están dando largas me parece que este caso no sé va a resolver .,Milenio
2279,Esa repotera por que da ina nota sin estar segura de lo q se esta disindo no se save si todo eso es verdad😡,Milenio
2280,"ESTOY SEGURA QUE NO ES LA UNICA ,Y ESA PERSONA QUE SE HACERCO A LA VENTANA ,CONOCE EL AREA Y SABE QUE AHI HAY CAMARA ,POR ESO NO PASO POR ENFRENTE,LOS DEL HOTEL ,ESTA FAMILIA LA MATARON .",Milenio
2281,"Nadie le cree a la fiscalia, cada vez dice más mentiras ellos mismos ya se enrwdaron en ellas hasta el médico forense dijo que Debani se había parado en el tanque, la fiscalia solo sirve para encubrir asesinos, nuevo león es feminisida",Milenio
2282,"No corre sobre la pared que dá a la carretera o por las cisternas, ella corre del otro lado. Antes de llegar a la alberca hay una pared, para ingresar a zona de la alberca o cisternas tienen que entrar por el restaurante que no está en servicio, osea, que sólo tienen acceso los que trabajan en el hotel. Por lo tanto Debanhi no andaba por las cisternas eso quieren hacer creer para culparla de una caída a las cisterna",Milenio
2283,"Q se lo dejen al mentalista , Teresa lisbornt y Patrick jein....",Milenio
2284,"nuevos hallazgos si ya los tenían desde hace rato ya dan pena ajena , ya todos sabemos quiénes fueron y que hay detrás",Milenio
2285,"Pónganse a trabajar, demuestren k en realidad se ganan su salario ( fiscales , policía , gobierno) k tristeza ver a ella rodeada de depredadores, k padre se duerme como si nada.",Milenio
2286,"Yo no entiendo porque en el video se ve que ella sube al didi y ahí siguen sus amigas y en los mensajes según ella les reclama que porque la dejaron sola y ellas le dicen que le van a mandar un didi de confianza, estoy segura que estos videos son actuados, tuvieron suficiente tiempo para montar esta novela 😠",Milenio
2287,Gracias a la comunidad por que los expertos o les vale o no se dieron ni cuenta .,Milenio
2288,"Disculpen que comente, yo tengo una duda: Como es que parece que a ella no le dió miedo caminar a esa hora por la carretera? Y no le hicieron nada allí? Cuando que según he leido, tuvo diferencias con amigas, otros la molestaron, no tuvo confianza al chófer de carro y le tenía miedo a otro hombre",Milenio
2289,Ahora hay dos culpables esto va para largo un compañero de Debanhi dijo ayer que fue un muchacho que la molestaba y la acosaba en Facebook y que era conocido por todos ellos en la escuela pero también esta. Los textos de la amiga en donde la manda con el jaguar y De a hi le tiene miedo y salieron otros textos en donde la disque amiga de Debanhi la está vendiendo con ese hombre que yo quiero pensar que es el jaguar o ese amigo de la facultad. O a lo mejor el que la acosaba en la escuela y en sus redes es el mismo jaguar,Milenio
2290,"Ay ya por favor déjenla descansar en paz, que afán de estar con el dedo en la llaga, lo que deberían de hacer los medios de comunicación es darle el mismo seguimiento a las demás mujeres desaparecidas cual es la diferencia entre ella y las demás.
No hagan creer que es puro show para tapar algo del gobierno.",Milenio
2291,A esas fiestas ban politicos Ricos gobernadores licenciados doctores ba de todo algo vio ella que no le gustó droga prostitucion de jovensitas que entr el mencho para Que aga una limpia de lacras,Milenio
2292,Cómo chingan,Milenio
2293,Y por eso despidieron segun a los otros dos que estaban trabajando el caso ya con eso para que la jente quede un poco tranquilos segun 😴,Milenio
2294,"Cuánta ineptitud de parte de la fiscalía, si hubieran indagado bien en las cámaras desde un principio, otra historia sería 😔",Milenio
2295,Sip se ve ...más bien la gente es la que está haciendo el trabajo de la fiscalía,Milenio
2296,Yo pienso que cuando ella se va con el taxista y se baja del taxi como el taxista le aviso alas amigas que se había bajado y que la avía dejado y fueron a buscarla alguien más y es cuando ella llega al hotel y ayi se ve que anda corriendo porque la an de ver encontrado y andaba escondiéndose de alguien,Milenio
2297,El tiempo que se están tardando para resolver este caso es valioso para los criminales,Milenio
2298,Pudo a ver sido una luz de carro algo que movió el viento no se ve que pase nada solo es como un reflejo sigan divulgando información ya amenazo el papá de debani que se van a ir presos por andar compartiendo videos,Milenio
2299,Está bien k sigan con la información pero no sólo eya desapareció ay cuentas desaparecidas xke d eyas no hablan xke alguien k me conteste Ami duda xfa si ay niñas niños y jóvenes chicas y adultas desaparecidas y todo los medios sólo d una hablan,Milenio
2300,Porque no pasan la camioneta completa de regreso,Milenio
2301,Eso ya lo habíamos visto antes de la encargada de feminicidios y lo último también todo por internet 🙈🙉🙊a qué caray,Milenio
2302,Le han asesinado por que sus cosas aparecio en otro lugar,Milenio
2303,"Es mucha investigación , es más fácil que la telefonía de su teléfono proporcione todas los número de las llamadas entrantes y salientes a su número... Y llevar las entrevistas... Ella fue contactada por alguien antes de pasar por ella a ese mismo lugar.",Milenio
2304,"Justamente su grabación cambia de hora cuando pasa el carro en el Minu. 5:33 exactamente el reloj marcaba 2:47:30 {""La Hora en la que pasa el carro"" •2:45:45•} dónde precisamente en el Min. 5:06 de este video exactamente a esa hora 2:45:45 es cuando debanhi sale corriendo, (Minuto 5:38 Marca 2:45:53 y en ese mismo segundo cambia a 2:48:03) Después continúa el vídeo Min 5:40 con Hora marcada en 2:48:15 y Min. 5:41 Cambia la hora en 2:48:26, ⚠️ El auto pasa entre las 2:48:11 y 2:48:29 ⚠️ Muchísimos Segundos que sin duda son Claves para buscar culpables",Milenio
2305,"Yo que el padre hacía una colecta para que viniera un investigador gringo a hacer la chamba, porque estos no dan una...",Milenio
2306,Párese que ya encontraron a un chivo expiatorio... Una vez más los ricos políticos y delincuentes se salen con la suya ... Que vergüenza y que impotencia que para ellos no hay castigó y pagan personas por sus pecados .,Milenio
2307,Lucy Hernández Medio miedo esa voz espérame 😱😱 😨,Milenio
2308,"Pero ahi se ve q la estan violentando a ella , se ve q la va persiguiendo el chavo y ella se defiende , pobresita xq no le iso caso sus papas 😢😢😢😢😢",Milenio
2309,"En este video A los 7:10 minutos se escucha una voz que dice espérameee!!, también dice otras palabras que no se alcanza apreciar !!! De quién es esta voz ?",Milenio
2310,Que casualidad todo lo han detectado muy bien con este medio todo tiene bien la fiscalía. Mmm,Milenio
2311,Es como si la autoridad fuese sacando la información parte por parte para ver si no vamos a creer eso que están diciendo o hay que ir sacando más información,Milenio
2312,Ojala y allá justicia y no que quieran encubrir a los verdaderos culpables,Milenio
2313,Se supone a esa hora ya se había caído... según... por que pues ya no se va a saber con autopsia,Milenio
2314,Se parece mucho al tipo que sale en el video de la quinta que sale a ver cuando a la joven uno de los muchachos la corretea para calmarla sale un señor con suéter blanco y se nota que es un señor por su contextura,Milenio
2315,Ya busquen las personas q están extraviadas y dejen a debahnit descansar en paz,Milenio
2316,Esos vídeos son editados desde el momento que entra al motel desaparece de la toma,Milenio
2317,Milenio noticias revictimiza con sus videos no autorizados a las víctimas,Milenio
2318,Oigan es este video se escucha claramente voz d una mujer diciendo espérame en el minuto 7:11 escuchen bien,Milenio
2319,No se ve borracha cómo dicen porque corre muy bien en ningún momento se tambaleó ni se resbaló eso muestra que ella no estaba borracha cómo dicen .,Milenio
2320,Pero en todos los videos sale Día mes horario hay nada más está el horario,Milenio
2321,Que de tengas alas amiguitas ellas saben la verdad y al taxista hay gato enserado,Milenio
2322,Es el jaguar se ve que esta pelon chequen bien.,Milenio
2323,"El que se sube al carro está pelón, seguro es el tal jaguar 🤬",Milenio
2324,Se escucha una voz diciendo esperame muy clarito😨😨,Milenio
2325,Eso es el reflejo de las luces de algún carro que pasaba Dios mío la gente ya ni sabe que inventar,Milenio
2326,"Esa voz que se escucha ""espérame"" es parte del noticiero a quien se le fue?",Milenio
2327,Faltan más grabaciones del hotel para ver qué le hicieron a Debhani queremos justicia y la verdad,Milenio
2328,Creo que ahi hay varios involucrados porque algo la bajaron ahí cerca del motel y por eso llega el del auto a buscarla,Milenio
2329,Ya cállate mentirosa ni fue la fiscalia fue la gente de redes sociales quien encontró esos detalles,Milenio
2330,"Yo no se para que tienen hijos y los traen al mundo solo para sufrir y empezar con el peor ejemplo…
Si de por si, traerlos al mundo en una familia y de la mejor manera con buenos ejemplos valores etc es difícil , imagínense así .. 😒
No se tienen hijos por tener … hay que ser responsables …",Milenio
2331,Asucena ya únete a Lilly Tellez que te diga como fue senadora y de ahí le puedas pegar más fuerte a Amlo,Milenio
2332,Dios quiera y no se encuentre encuentre los demás cuerpos encontrados donde estaba Debani,Milenio
2333,Mili Gonzalez,Milenio
2334,"Los criminales porque no los atrapan..?? Porque tanto crimen.??.que hacen las autoridades..??
el gobierno..?.cor
ruption no kes importanta..mex
ico.se requiere poner pena capital. P terminar co. Criminales. Y terminar con l corruption.",Milenio
2335,Otra pobre mujer desaparecida y las autoridades ni sus luces ojalá y la encuentren sana y Salvo para que regrese con su familia,Milenio
2336,"Que triste, el sr con el regalo para su hija, que pena, en serio, no debería pasar esto.",Milenio
2337,porque en nuevo leon estan matando muchas mujeres ? es por autoridades imbeciles,Milenio
2338,Malditos! Maldito! Por siempre quienes hayan sido cobardes! Imbecilotes 😡😡😡😡😡,Milenio
2339,"Que necesidad, total sabemos que los criminales no serán castigados.",Milenio
2340,Pos si las leyes se aplicarán los hp no mataran no reproducían no tiraran no maltrataron sería otro mundo si se aplicará las leyes como las violan los delincuentes este mundo seria otro,Milenio
2341,Infelices que paguen más tiempo,Milenio
2342,Justicia justicia justicia justicia!!!!!,Milenio
2343,"Muy poco, pobre perrito tan leal",Milenio
2344,"Ojalá sean eficientes y atrapen a los cobardes muertos de hambre, que se la pasan quitándonos la poca paz que tenemos .",Milenio
2345,Malditos que paguen con su vida.,Milenio
2346,10 años de cárcel sin derecho a fianza,Milenio
2347,Mejor que les ponga la inyección letal.,Milenio
2348,Yo les daría 20 años.,Milenio
2349,Ojalá y si haya justicia para el perrito.,Milenio
2350,Cárcel a esos malnacidos .,Milenio
2351,Justicia. !!!,Milenio
2352,Justicia,Milenio
